模型名称,ID,标准化ID,sample_pick_order,主观平均分,评估端平均分,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分
doubao-seed-2-0-lite-260428,162431228001,162431228001,191,2.5,1.6666666666666667,2.0,2.0,3.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,241116116001,241116116001,192,2.0,1.3333333333333333,1.0,2.0,2.0,3.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,168231321002,168231321002,193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
doubao-seed-2-0-lite-260428,330131314001,330131314001,194,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,64604310002,64604310002,195,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,324078327001,324078327001,196,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,241116129001,241116129001,197,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,324045138002,324045138002,198,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,175531317002,175531317002,199,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,297439202001,297439202001,200,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,330102318002,330102318002,201,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,296081128001,296081128001,202,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,321116208002,321116208002,203,2.5,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,321659309002,321659309002,204,1.5,1.6666666666666667,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,261676239001,261676239001,205,1.5,0.6666666666666666,1.0,1.0,2.0,2.0,0.0,0.0,2.0
doubao-seed-2-0-lite-260428,78233308001,78233308001,206,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,117489210001,117489210001,207,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
doubao-seed-2-0-lite-260428,116006208001,116006208001,208,2.5,1.6666666666666667,2.0,2.0,3.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,110131308002,110131308002,209,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,204906235001,204906235001,210,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,122490107002,122490107002,211,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,202454119001,202454119001,212,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,281104122001,281104122001,213,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-2-0-lite-260428,60481225001,60481225001,214,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,184037316002,184037316002,215,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,134004327001,134004327001,216,1.5,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,326346326002,326346326002,217,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,56059316001,56059316001,218,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,158278316001,158278316001,219,1.5,1.6666666666666667,2.0,2.0,1.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-lite-260428,324681112001,324681112001,220,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,10451307002,10451307002,221,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,111154234001,111154234001,222,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-lite-260428,122490332001,122490332001,223,1.5,1.3333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,262728314002,262728314002,224,1.5,1.6666666666666667,2.0,1.0,2.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,57457105001,57457105001,225,1.75,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,184037118001,184037118001,226,1.75,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,294099321001,294099321001,227,2.25,1.3333333333333333,2.0,2.0,3.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,265359305001,265359305001,228,1.5,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,162431203001,162431203001,229,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,10104310001,10104310001,230,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,271806309001,271806309001,231,1.75,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,154676127001,154676127001,232,1.25,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-lite-260428,265576234002,265576234002,233,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,65546306002,65546306002,234,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,334002302001,334002302001,235,1.5,0.6666666666666666,2.0,2.0,1.0,1.0,0.0,1.0,1.0
doubao-seed-2-0-lite-260428,271806301002,271806301002,236,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,14643121001,14643121001,237,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,154058312001,154058312001,238,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,54054211001,54054211001,239,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,338231228001,338231228001,240,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,330102222003,330102222003,241,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,274951108001,274951108001,242,3.0,1.6666666666666667,3.0,3.0,3.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,74981206001,74981206001,243,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,154044136002,154044136002,244,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-lite-260428,134902229001,134902229001,245,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,74004305001,74004305001,246,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,296006236002,296006236002,247,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-lite-260428,64604120001,64604120001,248,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-2-0-lite-260428,292458229001,292458229001,249,1.75,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,296331223002,296331223002,250,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,104004124001,104004124001,251,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,320146209002,320146209002,252,1.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-2-0-lite-260428,58202217002,58202217002,253,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,56043320001,56043320001,254,1.75,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-lite-260428,34676202001,34676202001,255,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,151156304001,151156304001,256,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,105381333002,105381333002,257,1.25,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,194037120001,194037120001,258,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,154676113001,154676113001,259,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,166006327001,166006327001,260,1.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-2-0-lite-260428,105102207001,105102207001,261,2.75,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,56604114001,56604114001,262,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,151156309002,151156309002,263,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,321131217001,321131217001,264,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,202454324002,202454324002,265,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-lite-260428,288251116001,288251116001,266,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,94004216001,94004216001,267,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,54054234001,54054234001,268,2.0,,2.0,2.0,2.0,2.0,,,
doubao-seed-2-0-lite-260428,275559211001,275559211001,269,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,244604211001,244604211001,270,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,117489216001,117489216001,271,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,184037317001,184037317001,272,1.75,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,151156304002,151156304002,273,2.25,1.3333333333333333,2.0,3.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,330102216002,330102216002,274,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,54249319001,54249319001,275,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,280154119002,280154119002,276,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,74631115001,74631115001,277,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,268606121002,268606121002,278,1.5,0.6666666666666666,2.0,1.0,2.0,1.0,0.0,1.0,1.0
doubao-seed-2-0-lite-260428,274951126001,274951126001,279,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,205304104002,205304104002,280,2.75,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,75504303001,75504303001,281,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,111154102002,111154102002,282,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
doubao-seed-2-0-lite-260428,334631301002,334631301002,283,1.25,1.6666666666666667,2.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,295331110001,295331110001,284,1.5,1.6666666666666667,2.0,1.0,2.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,14643125002,14643125002,285,1.5,1.6666666666666667,2.0,1.0,2.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,151156304002,151156304002,286,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,56059309001,56059309001,287,1.5,1.3333333333333333,2.0,1.0,2.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,330131304001,330131304001,288,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,10451225001,10451225001,289,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,58202129002,58202129002,290,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,281104205001,281104205001,291,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-lite-260428,158278218002,158278218002,292,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,285502117001,285502117001,293,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,108259301002,108259301002,294,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,105381315001,105381315001,295,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-lite-260428,30476138001,30476138001,296,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,160104117002,160104117002,297,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,285502212002,285502212002,298,1.75,1.3333333333333333,2.0,2.0,2.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-lite-260428,108259307002,108259307002,299,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,138202231002,138202231002,300,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,205304101002,205304101002,301,2.25,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,345233328002,345233328002,302,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
doubao-seed-2-0-lite-260428,330131305002,330131305002,303,1.25,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-lite-260428,324681330001,324681330001,304,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,151156111001,151156111001,305,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,158278204002,158278204002,306,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-lite-260428,108259326001,108259326001,307,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,324681217002,324681217002,308,1.25,1.6666666666666667,1.0,1.0,2.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-lite-260428,154628304003,154628304003,309,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
doubao-seed-2-0-lite-260428,154628208001,154628208001,310,2.25,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-lite-260428,34043303001,34043303001,311,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
doubao-seed-2-0-lite-260428,347763209001,347763209001,312,1.5,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-lite-260428,14051211001,14051211001,313,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,57457126001,57457126001,1,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
doubao-seed-2-0-mini-260428,75376243001,75376243001,2,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,324078110002,324078110002,3,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,175531118001,175531118001,4,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,0.0,2.0,2.0
doubao-seed-2-0-mini-260428,14643113001,14643113001,5,2.25,1.6666666666666667,2.0,2.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,111154127001,111154127001,6,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,338231328001,338231328001,7,1.5,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,51606117001,51606117001,8,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,324045114001,324045114001,9,2.0,,2.0,2.0,2.0,2.0,,,
doubao-seed-2-0-mini-260428,281104130001,281104130001,13,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-2-0-mini-260428,134902123001,134902123001,14,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,122490220001,122490220001,15,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,56302330002,56302330002,16,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-2-0-mini-260428,291676308001,291676308001,17,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,75504213002,75504213002,18,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,184037213001,184037213001,19,1.75,1.6666666666666667,2.0,2.0,2.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,154058307002,154058307002,20,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,207406312001,207406312001,21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,154044202001,154044202001,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
doubao-seed-2-0-mini-260428,266059222001,266059222001,23,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,30476124001,30476124001,24,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,135559225002,135559225002,25,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,211176334001,211176334001,26,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,14031307002,14031307002,27,1.75,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,280154309002,280154309002,28,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,200104317001,200104317001,29,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,34043224002,34043224002,30,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,105102322002,105102322002,31,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,105102306002,105102306002,32,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,134902216001,134902216001,33,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,211176105002,211176105002,34,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,241116202002,241116202002,35,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,64028317002,64028317002,36,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,64028314002,64028314002,37,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,266306205002,266306205002,38,1.25,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
doubao-seed-2-0-mini-260428,57633243002,57633243002,39,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,202454131002,202454131002,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,153859115002,153859115002,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,64028310001,64028310001,42,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,158278201002,158278201002,43,2.25,1.6666666666666667,2.0,2.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,150478205001,150478205001,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,281104122003,281104122003,45,1.5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,110131321002,110131321002,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,298245106002,298245106002,47,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,266059305001,266059305001,48,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,54054110001,54054110001,49,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,338231202001,338231202001,50,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,10206118001,10206118001,51,1.75,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,244676309001,244676309001,52,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,10233105002,10233105002,53,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,320146222002,320146222002,54,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,280154108002,280154108002,55,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,294099132002,294099132002,56,1.5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,18206219002,18206219002,10,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,64604125002,64604125002,11,1.5,1.6666666666666667,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,161159310001,161159310001,12,1.5,1.3333333333333333,1.0,2.0,1.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,151156320002,151156320002,57,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,296081302001,296081302001,58,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,65546103002,65546103002,59,2.25,1.6666666666666667,2.0,2.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,154058321002,154058321002,60,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,14051113002,14051113002,61,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,75504205002,75504205002,62,2.0,,2.0,2.0,2.0,2.0,,,
doubao-seed-2-0-mini-260428,154628117001,154628117001,63,1.5,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,162431111003,162431111003,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-2-0-mini-260428,320146132002,320146132002,65,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,104004221001,104004221001,66,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,205304214001,205304214001,67,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,204028208001,204028208001,68,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,0.0,2.0
doubao-seed-2-0-mini-260428,122490104002,122490104002,69,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,30476203001,30476203001,70,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,280154302001,280154302001,71,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,108206101002,108206101002,72,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,56346322001,56346322001,73,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,135559225002,135559225002,74,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-2-0-mini-260428,138202125002,138202125002,75,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,60440205001,60440205001,76,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,141154325001,141154325001,77,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,74631307001,74631307001,78,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-2-0-mini-260428,280154331001,280154331001,79,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-2-0-mini-260428,321116113001,321116113001,80,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,56604129001,56604129001,119,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,72428222002,72428222002,120,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
