模型名称,ID,聚类ID,sample_pick_order,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分,主观评分均值
moonshot-v1-8k,65546218001,65546218001,111,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,138202135001,138202135001,112,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,112744316002,112744316002,113,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,74057123001,74057123001,114,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
moonshot-v1-8k,10206323002,10206323002,115,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25
moonshot-v1-8k,74002116002,74002116002,116,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,241116304002,241116304002,117,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
moonshot-v1-8k,142403341002,142403341002,118,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
moonshot-v1-8k,56604129001,56604129001,119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,72428222002,72428222002,120,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,141154304002,141154304002,121,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,294099231003,294099231003,122,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
moonshot-v1-8k,34043123001,34043123001,123,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,274951110001,274951110001,124,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
moonshot-v1-8k,34676116002,34676116002,125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,175531321001,175531321001,126,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,321131210001,321131210001,127,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
moonshot-v1-8k,241116320001,241116320001,128,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.75
moonshot-v1-8k,244056227001,244056227001,129,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,74002112001,74002112001,130,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,154058310002,154058310002,131,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.5
moonshot-v1-8k,266059202002,266059202002,132,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
moonshot-v1-8k,184037201002,184037201002,133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,211154232001,211154232001,134,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,345233228002,345233228002,135,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
moonshot-v1-8k,116006116001,116006116001,136,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
moonshot-v1-8k,266059204001,266059204001,137,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,10233105002,10233105002,138,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
moonshot-v1-8k,296081115001,296081115001,141,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,60440124001,60440124001,142,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,194037336001,194037336001,143,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,202454220001,202454220001,144,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,153859111002,153859111002,145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,14031322002,14031322002,146,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,347763115002,347763115002,147,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,347763302001,347763302001,148,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,261676110002,261676110002,149,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,295331315002,295331315002,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,175531322002,175531322002,151,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,294028325002,294028325002,152,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,244056210002,244056210002,153,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
moonshot-v1-8k,244056306002,244056306002,154,1.0,2.0,1.0,1.0,,,,1.25
moonshot-v1-8k,184037216001,184037216001,155,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.25
moonshot-v1-8k,211176120002,211176120002,156,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,154058209001,154058209001,157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,151156109002,151156109002,158,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,288251231001,288251231001,159,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
moonshot-v1-8k,150478113001,150478113001,160,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,111154107001,111154107001,161,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,14643316002,14643316002,162,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
moonshot-v1-8k,296331123002,296331123002,163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,134902222002,134902222002,164,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,134902306001,134902306001,165,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,321116307002,321116307002,166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,265359333002,265359333002,167,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
moonshot-v1-8k,58659336002,58659336002,170,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,174643308001,174643308001,171,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.25
moonshot-v1-8k,30476203002,30476203002,172,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,161159216001,161159216001,173,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,296081128002,296081128002,174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,56043123001,56043123001,175,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,334631128001,334631128001,176,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,175531212002,175531212002,177,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,56302136001,56302136001,178,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
moonshot-v1-8k,134902327001,134902327001,179,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,298245316002,298245316002,139,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,296081233002,296081233002,140,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,275559214002,275559214002,168,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,104004216002,104004216002,169,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,74981218001,74981218001,180,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,177402120001,177402120001,181,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,154058322001,154058322001,182,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5
moonshot-v1-8k,177402135002,177402135002,183,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,151156318001,151156318001,184,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,347763304002,347763304002,185,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
moonshot-v1-8k,65546132001,65546132001,186,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
qwen3.7-flash-2026-07-15,57457126001,57457126001,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
qwen3.7-flash-2026-07-15,75376243001,75376243001,2,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
qwen3.7-plus-2026-05-26,57457126001,57457126001,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
